,KL,Reconstruction,Loss,MD
0,0.4641691274940968,0.50410850632557,tensor(351.3951),1.0
1,1.4091720759868622,0.44014030455536846,tensor(350.2755),1.0
2,1.6566256195306779,0.3568283054895613,tensor(350.5804),1.0
3,1.4236024618148804,0.3135110224517939,tensor(350.2562),1.0
4,1.1638961613178254,0.28632260141092225,tensor(350.1383),1.0
5,0.9616910368204117,0.23319630593309046,tensor(350.5067),0.99999924
6,1.0619335502386094,0.23596124962202145,tensor(350.5141),0.9992272775000001
7,1.0171331390738487,0.21805028743107532,tensor(350.7447),0.9999998575
8,1.3145096719264984,0.2174145933601735,tensor(350.6509),0.99953590875
